,Company Name,Job Role,salary,Required Exp,posted_date,site
0,ROMANSONS BUSINESS CENTRE,Graphic Designer Photoshop Coreldraw,16000 - 20000 / Month,3 - 10 Years,2020-10-26,statejobportal.kerala.gov.in
